normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
70,ETCUSDT,5,2020-02-12 08:00:00 to 2020-02-14 08:00:00,-3.1576216775642707,0,1,0.0,-3.1576216775642707,1.0,69,10,10,1,1,6.4
74,TRXUSDT,8,2020-02-20 08:00:00 to 2020-02-22 08:00:00,0.0856883091097771,1,1,100.0,0.0,999.0,73,10,10,4,3,7.4
80,XRPUSDT,15,2020-03-03 08:15:00 to 2020-03-05 08:15:00,0.0,0,0,0.0,0.0,0.0,79,10,3,3,8,4.0
92,LTCUSDT,22,2020-03-27 08:00:00 to 2020-03-29 08:00:00,0.7625061865068172,1,1,100.0,-1.6216945024801532,0.47019101645881606,91,10,1,1,1,1.0
100,IOSTUSDT,13,2020-04-12 08:00:00 to 2020-04-14 08:00:00,0.15122802724771844,1,1,100.0,-1.1741310089312895,0.1287999602236622,99,10,10,1,17,9.600000000000001
106,IOSTUSDT,17,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0.0,0,0,0.0,0.0,0.0,105,10,1,1,7,2.2
120,EOSUSDT,41,2020-05-22 08:00:00 to 2020-05-24 08:00:00,0.0,0,0,0.0,0.0,0.0,119,10,7,7,20,9.600000000000001
128,ZECUSDT,37,2020-06-07 08:00:00 to 2020-06-09 08:00:00,-1.5829618028261883,0,1,0.0,-1.5829618028261883,1.0,127,10,3,3,14,5.2
132,ATOMUSDT,39,2020-06-15 12:00:00 to 2020-06-17 12:00:00,-2.6475194204348518,0,1,0.0,-2.6475194204348518,1.0,131,10,2,2,14,4.4
134,LTCUSDT,50,2020-06-19 08:00:00 to 2020-06-21 08:00:00,-0.4543995795461053,0,1,0.0,-0.4543995795461053,1.0,133,10,1,1,1,1.0
138,XLMUSDT,49,2020-06-27 08:00:00 to 2020-06-29 08:00:00,-2.3901198585646766,0,1,0.0,-2.3901198585646766,1.0,137,10,2,3,13,4.4
141,ONTUSDT,44,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0.0,0,0,0.0,0.0,0.0,140,10,10,1,1,6.4
147,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,-2.0557058336493017,0,1,0.0,-2.0557058336493017,1.0,146,10,10,3,2,7.0
148,ADAUSDT,52,2020-07-17 08:00:00 to 2020-07-19 08:00:00,-0.7766016083799787,0,1,0.0,-0.7766016083799787,1.0,147,10,9,1,20,9.6
151,ATOMUSDT,52,2020-07-24 12:00:00 to 2020-07-26 12:00:00,-0.7685342922489902,0,1,0.0,-0.7685342922489902,1.0,150,10,10,2,2,6.800000000000001
152,LTCUSDT,62,2020-07-25 08:00:00 to 2020-07-27 08:00:00,0.0,0,0,0.0,0.0,0.0,151,10,2,2,10,3.6
153,XRPUSDT,64,2020-07-28 08:15:00 to 2020-07-30 08:15:00,0.0,0,0,0.0,0.0,0.0,152,10,5,5,6,5.2
156,ETHUSDT,79,2020-08-02 07:45:00 to 2020-08-04 07:45:00,-1.615565492979587,0,1,0.0,-1.615565492979587,1.0,155,10,7,7,17,9.0
157,XLMUSDT,62,2020-08-05 08:00:00 to 2020-08-07 08:00:00,0.0,0,0,0.0,0.0,0.0,156,10,10,3,1,6.8
159,ALGOUSDT,14,2020-08-09 09:00:00 to 2020-08-11 09:00:00,-1.8905194213669763,0,1,0.0,-1.8905194213669763,1.0,158,10,10,2,1,6.6000000000000005
163,SXPUSDT,5,2020-08-17 09:00:00 to 2020-08-19 09:00:00,7.243123435688949,1,2,50.0,-16.539577033648523,0.43792676323906954,162,10,10,1,7,7.6000000000000005
164,DOGEUSDT,9,2020-08-18 09:00:00 to 2020-08-20 09:00:00,0.0,0,0,0.0,0.0,0.0,163,10,11,1,12,9.2
165,DOGEUSDT,10,2020-08-21 09:00:00 to 2020-08-23 09:00:00,1.3314174519230892,1,2,50.0,-1.840951119260803,0.7232225983586643,164,10,9,10,11,9.6
166,IOTAUSDT,60,2020-08-22 08:00:00 to 2020-08-24 08:00:00,-6.140079585317237,0,1,0.0,-6.140079585317237,1.0,165,10,15,1,1,9.399999999999999
169,SXPUSDT,9,2020-08-29 09:00:00 to 2020-08-31 09:00:00,0.5573571104804831,1,1,100.0,-2.1576228166388822,0.25831999280983087,168,10,10,1,6,7.4
171,XRPUSDT,76,2020-09-02 08:15:00 to 2020-09-04 08:15:00,2.84954573246321,1,1,100.0,0.0,999.0,170,10,4,4,5,4.2
173,BTCUSDT,117,2020-09-05 17:45:00 to 2020-09-07 17:45:00,-1.7646015952986538,0,1,0.0,-1.7646015952986538,1.0,172,10,7,7,7,7.000000000000001
174,BNBUSDT,66,2020-09-07 08:00:00 to 2020-09-09 08:00:00,0.9481852467613905,1,1,100.0,-5.243117480842107,0.18084379192836636,173,10,10,1,20,10.2
175,EOSUSDT,78,2020-09-10 08:00:00 to 2020-09-12 08:00:00,0.0,0,0,0.0,0.0,0.0,174,10,7,7,9,7.4
177,ZECUSDT,70,2020-09-14 08:00:00 to 2020-09-16 08:00:00,-0.5386507735058998,0,1,0.0,-0.5386507735058998,1.0,176,10,3,3,4,3.2
179,ADAUSDT,73,2020-09-18 08:00:00 to 2020-09-20 08:00:00,-1.3403479806795127,0,1,0.0,-1.3403479806795127,1.0,178,10,4,4,6,4.4
181,RUNEUSDT,2,2020-09-22 07:00:00 to 2020-09-24 07:00:00,0.0,0,0,0.0,0.0,0.0,180,10,10,1,1,6.4
183,DOGEUSDT,22,2020-09-26 09:00:00 to 2020-09-28 09:00:00,0.2619762359863609,1,1,100.0,-0.4413013714900771,0.5936447355732988,182,10,10,4,2,7.2
185,MKRUSDT,12,2020-09-30 07:00:00 to 2020-10-02 07:00:00,-2.1714396867633434,0,1,0.0,-2.1714396867633434,1.0,184,10,10,4,3,7.4
187,COMPUSDT,28,2020-10-04 09:00:00 to 2020-10-06 09:00:00,0.0,0,0,0.0,0.0,0.0,186,10,9,9,15,10.2
189,EGLDUSDT,4,2020-10-08 07:00:00 to 2020-10-10 07:00:00,0.0,0,0,0.0,0.0,0.0,188,10,5,5,8,5.6
191,BTCUSDT,129,2020-10-11 17:45:00 to 2020-10-13 17:45:00,0.0,0,0,0.0,0.0,0.0,190,10,2,2,4,2.4000000000000004
