Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top8,2020,2,February,2020-02,2020-02-07 08:00:00,2020-02-27 08:00:00,10000.0,10212.539721203091,2.1253972120309106,0.0,9.887710197211899,2,50.0,10212.539721203091,,,
top8,2020,3,March,2020-03,2020-03-02 08:00:00,2020-03-30 08:00:00,10212.539721203091,10372.023444385828,1.561646050214316,0.0,10.12062311413163,2,50.0,10372.023444385828,,,
top8,2020,4,April,2020-04,2020-04-03 07:45:00,2020-04-29 00:30:00,10372.023444385828,10996.05622634636,6.016499917364815,0.0,30.729338191693316,3,33.33333333333333,10996.05622634636,,,
top8,2020,5,May,2020-05,2020-05-01 08:00:00,2020-05-28 08:00:00,10996.05622634636,11443.275638569676,4.067089172859872,-1.1102230246251565e-14,10.84304437784521,4,50.0,11443.275638569676,,,
top8,2020,6,June,2020-06,2020-06-09 08:00:00,2020-06-28 05:45:00,11443.275638569676,11545.904414359453,0.8968478871894447,-0.5887936351134271,8.29071049211876,2,0.0,11545.904414359453,,,
top8,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-30 17:45:00,11545.904414359453,12142.182850236935,5.164415142185841,0.0,12.459450940648116,3,33.33333333333333,12142.182850236935,,,
top8,2020,8,August,2020-08,2020-08-01 08:00:00,2020-08-28 08:00:00,12142.182850236935,13828.38944026046,13.88717836670217,-1.644899444345338,22.036967846655482,4,75.0,13828.38944026046,,,
top8,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-30 14:15:00,13828.38944026046,16263.418793922157,17.60891508140685,-1.441801233004325,27.826878984389978,5,40.0,16263.418793922157,,,
top8,2020,10,October,2020-10,2020-10-02 14:15:00,2020-10-31 08:00:00,16263.418793922157,16303.19932217908,0.2446012659514718,-2.7375434056927106,17.170010280803638,2,0.0,16303.19932217908,,,
top8,2020,11,November,2020-11,2020-11-03 17:45:00,2020-11-28 08:00:00,16303.19932217908,16400.252713717273,0.5953027354953511,-18.20580470472546,94.5920027878479,6,66.66666666666666,16400.252713717273,,,
top8,2020,12,December,2020-12,2020-12-02 07:00:00,2020-12-31 07:00:00,16400.252713717273,15511.090440442433,-5.4216376344685235,-11.302528390441369,39.73653063067097,4,75.0,15511.09044044243,,,
top8,2021,1,January,2021-01,2021-01-01 22:15:00,2021-01-31 09:00:00,15511.090440442433,16412.52314279577,5.811536628031058,-10.163548868768512,58.84559665028964,9,88.88888888888889,26073.786416588155,68.09770091086158,True,5.323432947137727
top8,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 08:15:00,16412.52314279577,20520.624121421264,25.030282930194893,-7.634742771539516,35.78941290487909,6,83.33333333333334,32600.128927274895,,,
top8,2021,3,March,2021-03,2021-03-04 08:00:00,2021-03-28 07:30:00,20520.624121421264,25387.26641109662,23.71585903469242,-8.618560008949371,41.81854253784576,9,77.77777777777779,40331.52954879539,,,
top8,2021,4,April,2021-04,2021-04-01 12:00:00,2021-04-29 08:00:00,25387.26641109662,26218.68217754394,3.274932215954962,-6.39129265313737,30.433906310822355,5,20.0,41652.35980317629,,,
top8,2021,5,May,2021-05,2021-05-03 08:00:00,2021-05-31 07:45:00,26218.68217754394,36098.6169506929,37.68280459805502,-8.179083844016343,56.149357257990715,9,66.66666666666666,57348.13715828602,,,
