datetime,equity,volume,symbol,normalized_period
2020-01-10 07:45:00,10000.0,,ETHUSDT,54
2020-01-26 08:00:00,10000.0,,LTCUSDT,62
2020-01-28 21:30:00,10118.582941176472,471097.6099999999,LTCUSDT,62
2020-01-29 08:45:00,10118.582941176473,,BCHUSDT,63
2020-01-31 20:45:00,10169.048469367805,407498.095,BCHUSDT,63
2020-02-03 07:45:00,10169.048469367805,,ETHUSDT,66
2020-02-06 08:00:00,10169.048469367805,,EOSUSDT,67
2020-02-07 08:45:00,10262.971428078643,,BCHUSDT,68
2020-02-08 04:15:00,10341.8758238779,426316.193,BCHUSDT,68
2020-02-08 05:45:00,10262.971428078641,8122527.500000001,EOSUSDT,67
2020-02-09 17:00:00,10432.900942031923,263662.419,BCHUSDT,68
2020-02-10 08:15:00,10432.900942031923,,XRPUSDT,69
2020-02-10 17:45:00,10502.308778120883,,BTCUSDT,70
2020-02-11 11:45:00,10502.308778120883,165188850.60000002,XRPUSDT,69
2020-02-11 15:30:00,10626.420537929922,184147.378,BTCUSDT,70
2020-02-18 07:45:00,10626.420537929922,,ETHUSDT,73
2020-02-19 08:00:00,10238.981112085019,,LTCUSDT,74
2020-02-20 20:15:00,10238.981112085019,1352854.95,ETHUSDT,73
2020-02-20 22:15:00,10151.847439525634,1094681.5340000005,LTCUSDT,74
2020-02-22 08:15:00,10151.847439525634,,XRPUSDT,75
2020-02-23 08:00:00,10151.847439525634,,ETCUSDT,76
2020-02-26 08:00:00,10151.847439525634,,XMRUSDT,77
2020-02-27 16:15:00,10289.651327372474,151946.14800000002,XMRUSDT,77
2020-03-01 08:00:00,10289.651327372474,,EOSUSDT,79
2020-03-02 08:00:00,10289.651327372474,,TRXUSDT,80
2020-03-05 08:00:00,10289.651327372474,,VETUSDT,81
2020-03-08 17:45:00,10289.651327372474,,BTCUSDT,83
2020-03-10 07:45:00,10292.614694944685,,ETHUSDT,84
2020-03-10 10:15:00,10292.614694944685,259979.69700000007,BTCUSDT,83
2020-03-11 21:00:00,10556.385682326594,1809981.887,ETHUSDT,84
2020-03-13 03:30:00,8517.56792912485,2798770.242999999,ETHUSDT,84
2020-03-13 06:45:00,8748.137045590645,8818260.766000003,ETHUSDT,84
2020-03-13 08:00:00,8748.137045590645,,BNBUSDT,85
2020-03-14 08:00:00,8748.137045590645,,LTCUSDT,86
2020-03-17 08:00:00,8748.137045590645,,TRXUSDT,87
2020-03-18 08:00:00,8748.137045590645,,XMRUSDT,88
2020-03-20 17:45:00,9028.607019069312,,BTCUSDT,89
2020-03-21 00:00:00,9028.607019069312,313644.973,XMRUSDT,88
2020-03-25 08:00:00,9028.607019069312,,BNBUSDT,91
2020-03-26 08:45:00,9028.607019069312,,BCHUSDT,92
2020-03-28 15:15:00,8994.040184631871,276617.6429999999,BCHUSDT,92
2020-03-29 08:00:00,8994.040184631871,,LTCUSDT,93
2020-04-01 17:45:00,8994.040184631871,,BTCUSDT,95
2020-04-04 10:30:00,9119.712928519835,568334.9020000001,BTCUSDT,95
2020-04-06 08:00:00,9119.712928519835,,BNBUSDT,97
2020-04-08 02:45:00,9302.352989276542,2308632.1100000003,BNBUSDT,97
2020-04-10 08:00:00,9302.352989276542,,TRXUSDT,99
2020-04-13 17:45:00,9302.352989276542,,BTCUSDT,101
2020-04-16 07:15:00,9500.003323315239,293964.39799999987,BTCUSDT,101
2020-04-18 08:00:00,9500.003323315239,,BNBUSDT,103
2020-04-22 08:00:00,9500.003323315239,,TRXUSDT,105
2020-04-26 08:00:00,9500.003323315239,,IOTAUSDT,107
2020-04-30 08:00:00,9500.003323315239,,EOSUSDT,109
2020-05-02 13:45:00,9556.811736422775,23968168.499999993,EOSUSDT,109
2020-05-04 08:00:00,9556.811736422775,,VETUSDT,111
2020-05-05 13:45:00,9718.205851125505,3218680604.0,VETUSDT,111
2020-05-05 17:15:00,9827.841835620791,2284356279.0,VETUSDT,111
2020-05-08 08:00:00,9827.841835620791,,ADAUSDT,113
