normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
67,XLMUSDT,2,2020-02-07 08:00:00 to 2020-02-09 08:00:00,-2.5867720467247612,0,1,0.0,-2.5867720467247612,1.0,66,4,1,1,3,2.0
69,TRXUSDT,5,2020-02-11 08:00:00 to 2020-02-13 08:00:00,-0.8566401502852927,0,1,0.0,-0.8566401502852927,1.0,68,4,1,1,4,2.5
72,XLMUSDT,5,2020-02-16 08:00:00 to 2020-02-18 08:00:00,4.575584640362207,1,1,100.0,-0.795170432785286,5.754218783431197,71,4,2,1,6,3.7
73,LINKUSDT,7,2020-02-19 08:00:00 to 2020-02-21 08:00:00,0.0,0,0,0.0,0.0,0.0,72,4,4,4,3,3.5
74,TRXUSDT,8,2020-02-20 08:00:00 to 2020-02-22 08:00:00,0.0856883091097771,1,1,100.0,0.0,999.0,73,4,10,4,3,4.7
75,TRXUSDT,9,2020-02-23 08:00:00 to 2020-02-25 08:00:00,0.0,0,0,0.0,0.0,0.0,74,4,5,1,1,1.8
77,BTCUSDT,53,2020-02-26 17:45:00 to 2020-02-28 17:45:00,1.6180461912321364,1,1,100.0,0.0,999.0,76,4,2,2,2,2.0
79,ETHUSDT,28,2020-03-02 07:45:00 to 2020-03-04 07:45:00,-0.758179593051711,0,1,0.0,-0.758179593051711,1.0,78,4,2,2,4,3.0
81,ONTUSDT,4,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0.0,0,0,0.0,0.0,0.0,80,4,2,2,2,2.0
82,ETCUSDT,13,2020-03-07 08:00:00 to 2020-03-09 08:00:00,-0.08336014525232027,0,1,0.0,-0.08336014525232027,1.0,81,4,3,3,7,5.0
83,XMRUSDT,8,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-1.9251648533721744,0,1,0.0,-1.9251648533721744,1.0,82,4,6,3,3,3.6
84,XLMUSDT,13,2020-03-11 08:00:00 to 2020-03-13 08:00:00,-4.9873676539667,1,2,50.0,-18.257815186211367,0.27316344278329924,83,4,4,2,4,3.4
85,ETHUSDT,32,2020-03-14 07:45:00 to 2020-03-16 07:45:00,0.0,0,0,0.0,0.0,0.0,84,4,5,1,4,3.3
86,QTUMUSDT,4,2020-03-15 08:00:00 to 2020-03-17 08:00:00,-0.8544093903104399,0,1,0.0,-0.8544093903104399,1.0,85,4,2,2,4,3.0
87,BCHUSDT,26,2020-03-18 08:45:00 to 2020-03-20 08:45:00,0.0,0,0,0.0,0.0,0.0,86,4,3,3,4,3.5
89,XTZUSDT,11,2020-03-22 08:00:00 to 2020-03-24 08:00:00,-0.19959557342209555,0,1,0.0,-0.19959557342209555,1.0,88,4,7,1,1,2.2
91,EOSUSDT,22,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0.0,0,0,0.0,0.0,0.0,90,4,1,1,1,1.0
92,VETUSDT,10,2020-03-27 08:00:00 to 2020-03-29 08:00:00,3.3740396672301776,1,1,100.0,0.0,999.0,91,4,1,1,1,1.0
93,LTCUSDT,23,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,0,0,0.0,0.0,0.0,92,4,3,1,6,3.9000000000000004
95,BTCUSDT,65,2020-04-02 17:45:00 to 2020-04-04 17:45:00,-1.3780339893698978,0,1,0.0,-1.3780339893698978,1.0,94,4,1,1,3,2.0
97,EOSUSDT,26,2020-04-07 08:00:00 to 2020-04-09 08:00:00,-3.2479934711586944,0,1,0.0,-3.2479934711586944,1.0,96,4,1,1,1,1.0
98,NEOUSDT,13,2020-04-08 08:45:00 to 2020-04-10 08:45:00,0.0,0,0,0.0,0.0,0.0,97,4,17,5,1,5.4
99,TRXUSDT,25,2020-04-11 08:00:00 to 2020-04-13 08:00:00,0.0,0,0,0.0,0.0,0.0,98,4,3,1,5,3.4000000000000004
100,IOTAUSDT,16,2020-04-12 08:00:00 to 2020-04-14 08:00:00,-0.9030846713261376,0,1,0.0,-0.9030846713261376,1.0,99,4,4,1,1,1.6
101,XTZUSDT,19,2020-04-15 08:00:00 to 2020-04-17 08:00:00,0.8257384900945297,1,1,100.0,-1.7567013177685942,0.47005058955804924,100,4,6,3,2,3.1
103,EOSUSDT,30,2020-04-19 08:00:00 to 2020-04-21 08:00:00,0.9634097281637777,1,1,100.0,-2.076773453968017,0.46389736267238246,102,4,1,1,1,1.0
104,TRXUSDT,28,2020-04-20 08:00:00 to 2020-04-22 08:00:00,0.6612708321626526,1,1,100.0,0.0,999.0,103,4,4,4,6,5.0
105,XRPUSDT,32,2020-04-23 08:15:00 to 2020-04-25 08:15:00,0.0,0,0,0.0,0.0,0.0,104,4,4,1,1,1.6
107,XMRUSDT,24,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0.0,0,0,0.0,0.0,0.0,106,4,1,1,2,1.5
109,ATOMUSDT,24,2020-05-01 12:00:00 to 2020-05-03 12:00:00,-3.181878947400274,0,1,0.0,-3.181878947400274,1.0,108,4,1,1,2,1.5
111,ONTUSDT,24,2020-05-05 08:00:00 to 2020-05-07 08:00:00,0.0,0,0,0.0,0.0,0.0,110,4,1,1,3,2.0
112,XMRUSDT,27,2020-05-06 08:00:00 to 2020-05-08 08:00:00,-1.9925532508200727,0,1,0.0,-1.9925532508200727,1.0,111,4,13,7,3,6.2
113,XMRUSDT,28,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.0,0,0,0.0,0.0,0.0,112,4,7,2,1,2.5
115,BNBUSDT,27,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,0,0,0.0,0.0,0.0,114,4,1,1,4,2.5
116,XRPUSDT,39,2020-05-14 08:15:00 to 2020-05-16 08:15:00,-0.9609018009869907,0,1,0.0,-0.9609018009869907,1.0,115,4,1,1,9,5.0
117,BCHUSDT,46,2020-05-17 08:45:00 to 2020-05-19 08:45:00,0.0,0,0,0.0,0.0,0.0,116,4,9,1,1,2.6
119,XMRUSDT,32,2020-05-21 08:00:00 to 2020-05-23 08:00:00,-1.1618063857621208,0,1,0.0,-1.1618063857621208,1.0,118,4,1,1,3,2.0
121,EOSUSDT,42,2020-05-25 08:00:00 to 2020-05-27 08:00:00,0.0,0,0,0.0,0.0,0.0,120,4,1,1,3,2.0
122,BCHUSDT,49,2020-05-26 08:45:00 to 2020-05-28 08:45:00,0.0,0,0,0.0,0.0,0.0,121,4,17,5,2,5.9
123,NEOUSDT,30,2020-05-29 08:45:00 to 2020-05-31 08:45:00,0.0,0,0,0.0,0.0,0.0,122,4,1,1,2,1.5
125,IOSTUSDT,30,2020-06-02 08:00:00 to 2020-06-04 08:00:00,-1.283251550210307,0,1,0.0,-1.283251550210307,1.0,124,4,1,1,4,2.5
127,ETHUSDT,60,2020-06-06 07:45:00 to 2020-06-08 07:45:00,-1.2007580803279128,0,1,0.0,-1.2007580803279128,1.0,126,4,7,2,1,2.5
129,NEOUSDT,34,2020-06-10 08:45:00 to 2020-06-12 08:45:00,1.1979646750586603,1,1,100.0,0.0,999.0,128,4,6,1,1,2.0
