normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
70,ETCUSDT,5,2020-02-12 08:00:00 to 2020-02-14 08:00:00,-3.1576216775642707,0,1,0.0,-3.1576216775642707,1.0,69,10,10,1,1,7.300000000000001
74,TRXUSDT,8,2020-02-20 08:00:00 to 2020-02-22 08:00:00,0.0856883091097771,1,1,100.0,0.0,999.0,73,10,10,4,3,8.049999999999999
80,XRPUSDT,15,2020-03-03 08:15:00 to 2020-03-05 08:15:00,0.0,0,0,0.0,0.0,0.0,79,10,3,3,8,3.75
92,LTCUSDT,22,2020-03-27 08:00:00 to 2020-03-29 08:00:00,0.7625061865068172,1,1,100.0,-1.6216945024801532,0.47019101645881606,91,10,1,1,1,1.0
100,IOSTUSDT,13,2020-04-12 08:00:00 to 2020-04-14 08:00:00,0.15122802724771844,1,1,100.0,-1.1741310089312895,0.1287999602236622,99,10,10,1,17,9.7
106,IOSTUSDT,17,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0.0,0,0,0.0,0.0,0.0,105,10,1,1,7,1.9
120,LINKUSDT,38,2020-05-22 08:00:00 to 2020-05-24 08:00:00,-1.5983767214855171,0,1,0.0,-1.5983767214855171,1.0,119,10,7,7,20,8.95
128,ZECUSDT,37,2020-06-07 08:00:00 to 2020-06-09 08:00:00,-1.5829618028261883,0,1,0.0,-1.5829618028261883,1.0,127,10,3,3,14,4.65
132,ATOMUSDT,39,2020-06-15 12:00:00 to 2020-06-17 12:00:00,-2.6475194204348518,0,1,0.0,-2.6475194204348518,1.0,131,10,2,2,14,3.8
134,LTCUSDT,50,2020-06-19 08:00:00 to 2020-06-21 08:00:00,-0.4543995795461053,0,1,0.0,-0.4543995795461053,1.0,133,10,1,1,1,1.0
138,XLMUSDT,49,2020-06-27 08:00:00 to 2020-06-29 08:00:00,-2.3901198585646766,0,1,0.0,-2.3901198585646766,1.0,137,10,2,3,13,3.8
141,ONTUSDT,44,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0.0,0,0,0.0,0.0,0.0,140,10,10,1,1,7.300000000000001
147,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,-2.0557058336493017,0,1,0.0,-2.0557058336493017,1.0,146,10,10,3,2,7.75
148,ADAUSDT,52,2020-07-17 08:00:00 to 2020-07-19 08:00:00,-0.7766016083799787,0,1,0.0,-0.7766016083799787,1.0,147,10,9,1,20,9.45
151,ATOMUSDT,52,2020-07-24 12:00:00 to 2020-07-26 12:00:00,-0.7685342922489902,0,1,0.0,-0.7685342922489902,1.0,150,10,10,2,2,7.6
152,LTCUSDT,62,2020-07-25 08:00:00 to 2020-07-27 08:00:00,0.0,0,0,0.0,0.0,0.0,151,10,2,2,10,3.2
