Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top8,2020,2,February,2020-02,2020-02-07 08:00:00,2020-02-27 08:00:00,10000.0,10212.539721203091,2.1253972120309106,0.0,9.985276523684341,1,100.0
top8,2020,3,March,2020-03,2020-03-05 08:00:00,2020-03-30 05:15:00,10212.539721203091,10372.023444385826,1.5616460502142937,0.0,14.312722467671618,1,0.0
top8,2020,4,April,2020-04,2020-04-03 07:45:00,2020-04-27 08:00:00,10372.023444385828,10910.696569444872,5.193520126013751,0.0,33.657857248657606,3,33.33333333333333
top8,2020,5,May,2020-05,2020-05-01 08:00:00,2020-05-28 08:00:00,10910.696569444872,11354.444328304358,4.067089172859872,0.0,10.843044377845125,4,50.0
top8,2020,6,June,2020-06,2020-06-09 08:00:00,2020-06-28 05:45:00,11354.444328304358,11510.713573975157,1.376282635701087,-0.5887936351134271,9.99361191411454,2,0.0
top8,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,11510.713573975157,12235.72331076224,6.29856465568106,-0.07293141683779591,13.056527172083761,3,33.33333333333333
top8,2020,8,August,2020-08,2020-08-02 09:00:00,2020-08-28 08:00:00,12860.16516869374,14382.894611059492,11.840667848284102,-2.6169205093825476,23.230915497962396,4,75.0
top8,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,14382.894611059492,16729.76004252275,16.317059221574738,-1.4418012330043362,28.76375670917499,6,33.33333333333333
top8,2020,10,October,2020-10,2020-10-03 12:00:00,2020-10-31 07:00:00,16729.76004252275,16927.484834779676,1.181874645866765,-2.7375434056927106,17.665338519215645,3,0.0
top8,2020,11,November,2020-11,2020-11-03 17:45:00,2020-11-28 08:00:00,16927.484834779676,16497.228260905573,-2.541763162534849,-20.688344815870728,92.65621897742959,4,50.0
top8,2020,12,December,2020-12,2020-12-02 12:00:00,2020-12-31 07:00:00,16497.228260905573,16673.338171464005,1.0675121164188006,-5.028265291385992,22.31092147269838,5,60.0
top8,2021,1,January,2021-01,2021-01-01 22:15:00,2021-01-31 20:00:00,16673.338171464005,22365.29581446884,34.13808071587292,-8.71329164478607,45.07687595623576,8,87.5
top8,2021,2,February,2021-02,2021-02-01 13:00:00,2021-02-28 07:00:00,24802.719447543648,36172.44443840689,45.84063862396046,-3.490349890638733,33.97556119995721,7,85.71428571428571
top8,2021,3,March,2021-03,2021-03-02 21:30:00,2021-03-28 08:00:00,36209.004942921885,40764.101508524414,12.580010339369885,-1.3518522950333955,18.159491628366982,7,57.14285714285714
top8,2021,4,April,2021-04,2021-04-01 08:00:00,2021-04-29 08:00:00,40764.101508524414,43566.88839835349,6.875625332360058,-13.189390882739872,65.10525175471798,9,55.55555555555556
