normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
64,BTCUSDT,44,2020-01-30 17:45:00 to 2020-02-01 17:45:00,0.0,0,0,0.0,0.0,0.0,63,7,1,1,7,4.0
66,LINKUSDT,2,2020-02-04 08:00:00 to 2020-02-06 08:00:00,-0.6257204635266578,0,1,0.0,-0.6257204635266578,1.0,65,7,1,1,3,2.0
68,BCHUSDT,13,2020-02-08 08:45:00 to 2020-02-10 08:45:00,-1.628784888282342,0,1,0.0,-1.628784888282342,1.0,67,7,2,2,6,4.0
70,ETCUSDT,5,2020-02-12 08:00:00 to 2020-02-14 08:00:00,-3.1576216775642707,0,1,0.0,-3.1576216775642707,1.0,69,7,10,1,1,3.7
72,ETHUSDT,23,2020-02-16 07:45:00 to 2020-02-18 07:45:00,1.8296064629024444,1,1,100.0,-2.019526782049663,0.9059580091557566,71,7,11,4,1,4.6
74,BCHUSDT,17,2020-02-20 08:45:00 to 2020-02-22 08:45:00,0.38473984508091696,1,1,100.0,0.0,999.0,73,7,12,4,3,5.8999999999999995
79,XLMUSDT,10,2020-03-02 08:00:00 to 2020-03-04 08:00:00,-0.23543781690179566,0,1,0.0,-0.23543781690179566,1.0,78,7,2,2,4,3.0
80,ONTUSDT,3,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0.0,0,0,0.0,0.0,0.0,79,7,3,3,8,5.5
81,XRPUSDT,16,2020-03-06 08:15:00 to 2020-03-08 08:15:00,0.0,0,0,0.0,0.0,0.0,80,7,2,2,2,2.0
83,ADAUSDT,9,2020-03-10 08:00:00 to 2020-03-12 08:00:00,1.0360495876713172,1,1,100.0,-2.194513919607155,0.47210891597205396,82,7,3,3,6,4.5
85,EOSUSDT,18,2020-03-14 08:00:00 to 2020-03-16 08:00:00,0.0,0,0,0.0,0.0,0.0,84,7,3,7,7,5.8
87,XRPUSDT,20,2020-03-18 08:15:00 to 2020-03-20 08:15:00,0.0,0,0,0.0,0.0,0.0,86,7,3,3,4,3.5
89,BTCUSDT,61,2020-03-21 17:45:00 to 2020-03-23 17:45:00,0.0,0,0,0.0,0.0,0.0,88,7,1,1,5,3.0
91,LINKUSDT,19,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0.0,0,0,0.0,0.0,0.0,90,7,1,1,1,1.0
93,TRXUSDT,21,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,0,0,0.0,0.0,0.0,92,7,5,5,7,6.0
94,ETCUSDT,21,2020-03-31 08:00:00 to 2020-04-02 08:00:00,-0.9629435895040284,0,1,0.0,-0.9629435895040284,1.0,93,7,19,3,2,7.300000000000001
95,IOSTUSDT,10,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,0,0,0.0,0.0,0.0,94,7,7,1,1,2.8000000000000003
97,LINKUSDT,23,2020-04-07 08:00:00 to 2020-04-09 08:00:00,0.0,0,0,0.0,0.0,0.0,96,7,1,1,1,1.0
99,LTCUSDT,27,2020-04-11 08:00:00 to 2020-04-13 08:00:00,-0.8545437010638257,0,1,0.0,-0.8545437010638257,1.0,98,7,4,4,6,5.0
101,BTCUSDT,69,2020-04-14 17:45:00 to 2020-04-16 17:45:00,-2.080529104170059,0,1,0.0,-2.080529104170059,1.0,100,7,3,3,7,5.0
103,LINKUSDT,27,2020-04-19 08:00:00 to 2020-04-21 08:00:00,1.0357695127868993,1,1,100.0,-2.3110957641047536,0.44817247682859396,102,7,1,1,1,1.0
104,VETUSDT,18,2020-04-20 08:00:00 to 2020-04-22 08:00:00,3.0748798288342982,1,1,100.0,0.0,999.0,103,7,4,4,6,5.0
105,ZECUSDT,22,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0.0,0,0,0.0,0.0,0.0,104,7,5,5,7,6.0
107,ADAUSDT,25,2020-04-27 08:00:00 to 2020-04-29 08:00:00,-2.12877915981996,0,1,0.0,-2.12877915981996,1.0,106,7,7,1,1,2.8000000000000003
108,ETHUSDT,47,2020-04-28 07:45:00 to 2020-04-30 07:45:00,0.0,0,0,0.0,0.0,0.0,107,7,1,1,8,4.5
109,DASHUSDT,25,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0.0,0,0,0.0,0.0,0.0,108,7,7,1,1,2.8000000000000003
111,QTUMUSDT,21,2020-05-05 08:00:00 to 2020-05-07 08:00:00,0.0,0,0,0.0,0.0,0.0,110,7,1,1,3,2.0
113,ADAUSDT,29,2020-05-09 08:00:00 to 2020-05-11 08:00:00,-0.8546569536131421,0,1,0.0,-0.8546569536131421,1.0,112,7,2,2,6,4.0
114,DASHUSDT,28,2020-05-10 08:00:00 to 2020-05-12 08:00:00,2.9923723338254105,1,1,100.0,0.0,999.0,113,7,1,1,5,3.0
115,LINKUSDT,35,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,0,0,0.0,0.0,0.0,114,7,7,6,5,5.800000000000001
117,QTUMUSDT,25,2020-05-17 08:00:00 to 2020-05-19 08:00:00,0.0,0,0,0.0,0.0,0.0,116,7,1,1,5,3.0
119,ADAUSDT,33,2020-05-21 08:00:00 to 2020-05-23 08:00:00,2.2905350359353926,1,1,100.0,0.0,999.0,118,7,7,1,1,2.8000000000000003
