normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
42,ETHUSDT,3,2019-12-18 07:45:00 to 2019-12-20 07:45:00,0.5606662045075206,1,1,100.0,-1.5027087672685902,0.3731037022740073,41,2,2,2,2,2.0
46,BTCUSDT,32,2019-12-25 17:45:00 to 2019-12-27 17:45:00,0.0,0,0,0.0,0.0,0.0,45,2,1,1,1,1.0
52,BTCUSDT,36,2020-01-06 17:45:00 to 2020-01-08 17:45:00,0.0,0,0,0.0,0.0,0.0,51,2,1,1,2,1.2000000000000002
61,ETHUSDT,16,2020-01-26 07:45:00 to 2020-01-28 07:45:00,0.0,0,0,0.0,0.0,0.0,60,2,2,1,2,1.4
62,BCHUSDT,9,2020-01-27 08:45:00 to 2020-01-29 08:45:00,-1.2987160299495648,0,1,0.0,-1.2987160299495648,1.0,61,2,1,1,2,1.2000000000000002
63,BCHUSDT,10,2020-01-30 08:45:00 to 2020-02-01 08:45:00,-0.49626598145686707,0,1,0.0,-0.49626598145686707,1.0,62,2,3,1,1,1.4000000000000001
65,BTCUSDT,45,2020-02-02 17:45:00 to 2020-02-04 17:45:00,0.0,0,0,0.0,0.0,0.0,64,2,1,1,2,1.2000000000000002
67,EOSUSDT,6,2020-02-07 08:00:00 to 2020-02-09 08:00:00,-0.9151634043710888,0,1,0.0,-0.9151634043710888,1.0,66,2,3,1,1,1.4000000000000001
68,TRXUSDT,4,2020-02-08 08:00:00 to 2020-02-10 08:00:00,1.083073341810259,1,1,100.0,-1.7104169762699906,0.6332218148186194,67,2,2,2,6,2.8000000000000003
69,BCHUSDT,14,2020-02-11 08:45:00 to 2020-02-13 08:45:00,0.0,0,0,0.0,0.0,0.0,68,2,2,2,1,1.8
71,BTCUSDT,49,2020-02-14 17:45:00 to 2020-02-16 17:45:00,0.0,0,0,0.0,0.0,0.0,70,2,1,1,2,1.2000000000000002
72,LINKUSDT,6,2020-02-16 08:00:00 to 2020-02-18 08:00:00,-3.411196867334998,0,1,0.0,-3.411196867334998,1.0,71,2,1,1,7,2.2
73,XLMUSDT,6,2020-02-19 08:00:00 to 2020-02-21 08:00:00,2.0341385746174945,1,1,100.0,0.0,999.0,72,2,2,1,2,1.4
75,XRPUSDT,12,2020-02-23 08:15:00 to 2020-02-25 08:15:00,0.0,0,0,0.0,0.0,0.0,74,2,3,1,1,1.4000000000000001
77,ETCUSDT,10,2020-02-27 08:00:00 to 2020-02-29 08:00:00,0.0,0,0,0.0,0.0,0.0,76,2,2,2,2,2.0
79,ETHUSDT,28,2020-03-02 07:45:00 to 2020-03-04 07:45:00,-0.758179593051711,0,1,0.0,-0.758179593051711,1.0,78,2,2,2,4,2.4000000000000004
81,TRXUSDT,13,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0.0,0,0,0.0,0.0,0.0,80,2,2,2,2,2.0
82,XTZUSDT,6,2020-03-07 08:00:00 to 2020-03-09 08:00:00,4.472024687877063,1,1,100.0,0.0,999.0,81,2,1,1,6,2.0
83,XTZUSDT,7,2020-03-10 08:00:00 to 2020-03-12 08:00:00,1.145153281116884,1,1,100.0,-2.6317548040690752,0.4351291690800035,82,2,2,1,1,1.2
84,ETHUSDT,31,2020-03-11 07:45:00 to 2020-03-13 07:45:00,-1.6586646353641292,1,2,50.0,-19.31359666609296,0.08588067070262934,83,2,2,2,1,1.8
85,XLMUSDT,14,2020-03-14 08:00:00 to 2020-03-16 08:00:00,0.0,0,0,0.0,0.0,0.0,84,2,6,1,2,2.2
86,LTCUSDT,18,2020-03-15 08:00:00 to 2020-03-17 08:00:00,0.0,0,0,0.0,0.0,0.0,85,2,3,2,1,2.0
87,ONTUSDT,8,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,0,0,0.0,0.0,0.0,86,2,2,1,1,1.2
88,XMRUSDT,11,2020-03-19 08:00:00 to 2020-03-21 08:00:00,-3.106458979622062,0,1,0.0,-3.106458979622062,1.0,87,2,3,1,1,1.4000000000000001
89,IOSTUSDT,6,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,0,0,0.0,0.0,0.0,88,2,1,1,5,1.8
91,ETHUSDT,36,2020-03-26 07:45:00 to 2020-03-28 07:45:00,0.0,0,0,0.0,0.0,0.0,90,2,1,1,1,1.0
93,NEOUSDT,10,2020-03-30 08:45:00 to 2020-04-01 08:45:00,0.0,0,0,0.0,0.0,0.0,92,2,2,1,1,1.2
94,IOTAUSDT,12,2020-03-31 08:00:00 to 2020-04-02 08:00:00,0.0,0,0,0.0,0.0,0.0,93,2,1,1,11,3.0
95,XMRUSDT,16,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,0,0,0.0,0.0,0.0,94,2,1,1,3,1.4000000000000001
97,ETHUSDT,40,2020-04-07 07:45:00 to 2020-04-09 07:45:00,1.3496593245888588,1,1,100.0,-2.5110652370584963,0.5374847712717621,96,2,1,1,1,1.0
99,BCHUSDT,34,2020-04-11 08:45:00 to 2020-04-13 08:45:00,-0.979425208602791,0,1,0.0,-0.979425208602791,1.0,98,2,2,1,4,1.8
101,IOSTUSDT,14,2020-04-15 08:00:00 to 2020-04-17 08:00:00,2.845203765104065,1,1,100.0,-2.844332604650235,1.0003062793895503,100,2,2,1,6,2.2
103,ETHUSDT,44,2020-04-19 07:45:00 to 2020-04-21 07:45:00,-1.193929930890203,0,1,0.0,-1.193929930890203,1.0,102,2,1,1,1,1.0
105,NEOUSDT,18,2020-04-23 08:45:00 to 2020-04-25 08:45:00,0.0,0,0,0.0,0.0,0.0,104,2,2,1,1,1.2
107,IOSTUSDT,18,2020-04-27 08:00:00 to 2020-04-29 08:00:00,-0.41571220012330823,0,1,0.0,-0.41571220012330823,1.0,106,2,1,1,2,1.2000000000000002
109,BNBUSDT,23,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0.0,0,0,0.0,0.0,0.0,108,2,1,1,2,1.2000000000000002
111,BCHUSDT,42,2020-05-05 08:45:00 to 2020-05-07 08:45:00,-1.1320055787603533,0,1,0.0,-1.1320055787603533,1.0,110,2,1,1,3,1.4000000000000001
112,IOSTUSDT,21,2020-05-06 08:00:00 to 2020-05-08 08:00:00,-1.959161253533248,0,1,0.0,-1.959161253533248,1.0,111,2,6,1,1,2.0000000000000004
113,XTZUSDT,27,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.0,0,0,0.0,0.0,0.0,112,2,4,2,1,2.2
115,XLMUSDT,34,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,0,0,0.0,0.0,0.0,114,2,3,1,1,1.4000000000000001
116,VETUSDT,26,2020-05-14 08:00:00 to 2020-05-16 08:00:00,0.0,0,0,0.0,0.0,0.0,115,2,4,1,1,1.5999999999999999
