normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
40,BTCUSDT,28,2019-12-13 17:45:00 to 2019-12-15 17:45:00,0.0,39
42,ETHUSDT,3,2019-12-18 07:45:00 to 2019-12-20 07:45:00,1.5256346123447837,41
46,BTCUSDT,32,2019-12-25 17:45:00 to 2019-12-27 17:45:00,0.0,45
62,LTCUSDT,2,2020-01-27 08:00:00 to 2020-01-29 08:00:00,1.1858294117647166,61
63,LTCUSDT,3,2020-01-30 08:00:00 to 2020-02-01 08:00:00,2.0388138791489836,62
65,BTCUSDT,45,2020-02-02 17:45:00 to 2020-02-04 17:45:00,0.4317562026937594,64
67,ETHUSDT,20,2020-02-07 07:45:00 to 2020-02-09 07:45:00,1.073981597657894,66
69,BCHUSDT,14,2020-02-11 08:45:00 to 2020-02-13 08:45:00,0.4186776788217321,68
71,BTCUSDT,49,2020-02-14 17:45:00 to 2020-02-16 17:45:00,-1.1480889968457086,70
72,XLMUSDT,5,2020-02-16 08:00:00 to 2020-02-18 08:00:00,0.8015440742696228,71
73,LINKUSDT,7,2020-02-19 08:00:00 to 2020-02-21 08:00:00,-2.5847126498217223,72
74,BCHUSDT,17,2020-02-20 08:45:00 to 2020-02-22 08:45:00,-0.3832652708715068,73
75,BCHUSDT,18,2020-02-23 08:45:00 to 2020-02-25 08:45:00,0.7362266938907123,74
77,BTCUSDT,53,2020-02-26 17:45:00 to 2020-02-28 17:45:00,-1.4853694390369856,76
78,DASHUSDT,4,2020-02-28 08:00:00 to 2020-03-01 08:00:00,0.8754806170757183,77
79,BNBUSDT,3,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0.4848480148883209,78
81,VETUSDT,3,2020-03-06 08:00:00 to 2020-03-08 08:00:00,-1.3740945618288969,80
82,XMRUSDT,7,2020-03-07 08:00:00 to 2020-03-09 08:00:00,-3.962117516100807,81
83,BTCUSDT,57,2020-03-09 17:45:00 to 2020-03-11 17:45:00,0.0287994945399987,82
85,DASHUSDT,9,2020-03-14 08:00:00 to 2020-03-16 08:00:00,0.0,84
87,BCHUSDT,26,2020-03-18 08:45:00 to 2020-03-20 08:45:00,0.0,86
89,ADAUSDT,13,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,88
90,ATOMUSDT,11,2020-03-23 12:00:00 to 2020-03-25 12:00:00,0.0,89
91,DASHUSDT,13,2020-03-26 08:00:00 to 2020-03-28 08:00:00,-0.0584988946784687,90
93,ONTUSDT,12,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,92
95,IOTAUSDT,13,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,94
96,ATOMUSDT,15,2020-04-04 12:00:00 to 2020-04-06 12:00:00,0.0,95
97,ETHUSDT,40,2020-04-07 07:45:00 to 2020-04-09 07:45:00,2.575743845354882,96
99,ONTUSDT,16,2020-04-11 08:00:00 to 2020-04-13 08:00:00,-1.2171765175614382,98
101,XTZUSDT,19,2020-04-15 08:00:00 to 2020-04-17 08:00:00,1.7881131245914912,100
103,ETHUSDT,44,2020-04-19 07:45:00 to 2020-04-21 07:45:00,0.8009068923670929,102
105,BCHUSDT,38,2020-04-23 08:45:00 to 2020-04-25 08:45:00,0.0,104
106,ETCUSDT,29,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0.0,105
107,ETCUSDT,30,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0.0,106
109,DASHUSDT,25,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0.0,108
111,ZECUSDT,26,2020-05-05 08:00:00 to 2020-05-07 08:00:00,0.8750092133238833,110
112,XTZUSDT,26,2020-05-06 08:00:00 to 2020-05-08 08:00:00,1.5110579439252252,111
113,XMRUSDT,28,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.106813645751281,112
114,ATOMUSDT,27,2020-05-10 12:00:00 to 2020-05-12 12:00:00,-1.2757863684395852,113
115,BNBUSDT,27,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,114
116,ONTUSDT,27,2020-05-14 08:00:00 to 2020-05-16 08:00:00,0.0,115
117,NEOUSDT,26,2020-05-17 08:45:00 to 2020-05-19 08:45:00,0.7057615430741497,116
119,XTZUSDT,31,2020-05-21 08:00:00 to 2020-05-23 08:00:00,-0.5265690496765274,118
121,ATOMUSDT,32,2020-05-25 12:00:00 to 2020-05-27 12:00:00,0.5393093525179756,120
123,BCHUSDT,50,2020-05-29 08:45:00 to 2020-05-31 08:45:00,0.0,122
125,ETCUSDT,42,2020-06-02 08:00:00 to 2020-06-04 08:00:00,1.03188027963879,124
127,BATUSDT,34,2020-06-06 08:00:00 to 2020-06-08 08:00:00,2.2915502956296767,126
129,BCHUSDT,54,2020-06-10 08:45:00 to 2020-06-12 08:45:00,-1.6956289216101683,128
131,XMRUSDT,40,2020-06-14 08:00:00 to 2020-06-16 08:00:00,1.9030460257396953,130
132,ATOMUSDT,39,2020-06-15 12:00:00 to 2020-06-17 12:00:00,2.7195192199248233,131
133,DASHUSDT,41,2020-06-18 08:00:00 to 2020-06-20 08:00:00,0.0268067131275711,132
135,BCHUSDT,58,2020-06-22 08:45:00 to 2020-06-24 08:45:00,0.0,134
137,XTZUSDT,43,2020-06-26 08:00:00 to 2020-06-28 08:00:00,0.2979808674883134,136
139,XLMUSDT,50,2020-06-30 08:00:00 to 2020-07-02 08:00:00,0.0,138
140,NEOUSDT,41,2020-07-01 08:45:00 to 2020-07-03 08:45:00,0.0,139
141,ZECUSDT,46,2020-07-04 08:00:00 to 2020-07-06 08:00:00,0.0,140
142,XTZUSDT,46,2020-07-05 08:00:00 to 2020-07-07 08:00:00,0.0,141
143,ETCUSDT,54,2020-07-08 08:00:00 to 2020-07-10 08:00:00,0.0,142
145,LINKUSDT,55,2020-07-12 08:00:00 to 2020-07-14 08:00:00,-0.939654907924778,144
147,ALGOUSDT,6,2020-07-16 09:00:00 to 2020-07-18 09:00:00,2.0988520578420324,146
149,ADAUSDT,53,2020-07-20 08:00:00 to 2020-07-22 08:00:00,0.0,148
150,XLMUSDT,57,2020-07-21 08:00:00 to 2020-07-23 08:00:00,0.65058631578946,149
151,LINKUSDT,59,2020-07-24 08:00:00 to 2020-07-26 08:00:00,1.6606781908810624,150
153,QTUMUSDT,49,2020-07-28 08:00:00 to 2020-07-30 08:00:00,1.3566156567890355,152
155,ETCUSDT,62,2020-08-01 08:00:00 to 2020-08-03 08:00:00,2.1229960540081994,154
157,XLMUSDT,62,2020-08-05 08:00:00 to 2020-08-07 08:00:00,0.0,156
158,ONTUSDT,55,2020-08-06 08:00:00 to 2020-08-08 08:00:00,0.8261480519480575,157
159,BCHUSDT,74,2020-08-09 08:45:00 to 2020-08-11 08:45:00,4.938974791913861,158
161,BTCUSDT,109,2020-08-12 17:45:00 to 2020-08-14 17:45:00,0.6384941752751911,160
162,SXPUSDT,4,2020-08-14 09:00:00 to 2020-08-16 09:00:00,5.668753068564874,161
163,LINKUSDT,67,2020-08-17 08:00:00 to 2020-08-19 08:00:00,-0.0233760446692394,162
164,KAVAUSDT,3,2020-08-18 07:00:00 to 2020-08-20 07:00:00,8.763794327083705,163
165,QTUMUSDT,57,2020-08-21 08:00:00 to 2020-08-23 08:00:00,3.2856548038861915,164
167,XTZUSDT,63,2020-08-25 08:00:00 to 2020-08-27 08:00:00,2.2084331879638195,166
168,ATOMUSDT,63,2020-08-26 12:00:00 to 2020-08-28 12:00:00,5.479201735419738,167
169,SXPUSDT,9,2020-08-29 09:00:00 to 2020-08-31 09:00:00,2.205202774862464,168
170,ALGOUSDT,21,2020-08-30 09:00:00 to 2020-09-01 09:00:00,2.195096107308837,169
171,NEOUSDT,62,2020-09-02 08:45:00 to 2020-09-04 08:45:00,-6.4313158852136985,170
173,ADAUSDT,69,2020-09-06 08:00:00 to 2020-09-08 08:00:00,0.6514866976112352,172
174,ATOMUSDT,67,2020-09-07 12:00:00 to 2020-09-09 12:00:00,4.074405250339132,173
175,LINKUSDT,75,2020-09-10 08:00:00 to 2020-09-12 08:00:00,0.0,174
177,NEOUSDT,66,2020-09-14 08:45:00 to 2020-09-16 08:45:00,0.3417360429423024,176
179,XTZUSDT,71,2020-09-18 08:00:00 to 2020-09-20 08:00:00,-0.3969320980470547,178
180,SXPUSDT,16,2020-09-19 09:00:00 to 2020-09-21 09:00:00,-1.3027921602332937,179
181,SNXUSDT,9,2020-09-22 07:00:00 to 2020-09-24 07:00:00,1.853543290609468,180
183,RLCUSDT,15,2020-09-26 07:00:00 to 2020-09-28 07:00:00,0.0,182
184,DEFIUSDT,6,2020-09-27 07:00:00 to 2020-09-29 07:00:00,0.0,183
185,IOTAUSDT,73,2020-09-30 08:00:00 to 2020-10-02 08:00:00,0.2915479921340011,184
187,STORJUSDT,2,2020-10-04 07:00:00 to 2020-10-06 07:00:00,0.0,186
188,ZECUSDT,77,2020-10-05 08:00:00 to 2020-10-07 08:00:00,2.2662798532361195,187
189,QTUMUSDT,73,2020-10-08 08:00:00 to 2020-10-10 08:00:00,0.0,188
190,XMRUSDT,79,2020-10-09 08:00:00 to 2020-10-11 08:00:00,0.0,189
191,UNIUSDT,4,2020-10-12 07:00:00 to 2020-10-14 07:00:00,0.0,190
193,SXPUSDT,25,2020-10-16 09:00:00 to 2020-10-18 09:00:00,1.947765250965258,192
195,ONTUSDT,80,2020-10-20 08:00:00 to 2020-10-22 08:00:00,0.6363888171508552,194
197,YFIUSDT,14,2020-10-24 07:00:00 to 2020-10-26 07:00:00,0.0,196
199,COMPUSDT,36,2020-10-28 09:00:00 to 2020-10-30 09:00:00,-16.614155387784248,198
200,FLMUSDT,6,2020-10-29 07:00:00 to 2020-10-31 07:00:00,-1.8482302543221336,199
201,EGLDUSDT,12,2020-11-01 07:00:00 to 2020-11-03 07:00:00,0.7952698151950608,200
202,XTZUSDT,86,2020-11-02 08:00:00 to 2020-11-04 08:00:00,-2.167030975638081,201
203,MKRUSDT,24,2020-11-05 07:00:00 to 2020-11-07 07:00:00,0.0,202
205,AAVEUSDT,4,2020-11-09 07:00:00 to 2020-11-11 07:00:00,6.998763728549075,204
207,RLCUSDT,31,2020-11-13 07:00:00 to 2020-11-15 07:00:00,2.038389257436356,206
208,UNIUSDT,15,2020-11-14 07:00:00 to 2020-11-16 07:00:00,1.555679643006497,207
209,DEFIUSDT,23,2020-11-17 07:00:00 to 2020-11-19 07:00:00,5.764841578397591,208
210,STORJUSDT,17,2020-11-18 07:00:00 to 2020-11-20 07:00:00,0.6263156525833438,209
211,RSRUSDT,7,2020-11-21 07:00:00 to 2020-11-23 07:00:00,2.285318993473702,210
212,FLMUSDT,14,2020-11-22 07:00:00 to 2020-11-24 07:00:00,4.909315709227485,211
213,FLMUSDT,15,2020-11-25 07:00:00 to 2020-11-27 07:00:00,-10.43954895545994,212
214,DEFIUSDT,26,2020-11-26 07:00:00 to 2020-11-28 07:00:00,-4.269889773044742,213
215,ETCUSDT,102,2020-11-29 08:00:00 to 2020-12-01 08:00:00,0.0,214
216,AAVEUSDT,11,2020-11-30 07:00:00 to 2020-12-02 07:00:00,5.885181788774025,215
217,XLMUSDT,102,2020-12-03 08:00:00 to 2020-12-05 08:00:00,0.0261042457714938,216
219,VETUSDT,95,2020-12-07 08:00:00 to 2020-12-09 08:00:00,1.397119525181497,218
221,ALPHAUSDT,2,2020-12-11 07:00:00 to 2020-12-13 07:00:00,0.2864636570078437,220
222,RSRUSDT,14,2020-12-12 07:00:00 to 2020-12-14 07:00:00,0.4081719529866313,221
223,SXPUSDT,45,2020-12-15 09:00:00 to 2020-12-17 09:00:00,0.3250192843607146,222
225,ALGOUSDT,58,2020-12-19 09:00:00 to 2020-12-21 09:00:00,3.053626086940858,224
227,ADAUSDT,105,2020-12-23 08:00:00 to 2020-12-25 08:00:00,-0.7242556007775602,226
228,BNBUSDT,102,2020-12-24 08:00:00 to 2020-12-26 08:00:00,1.6535220261745598,227
229,XLMUSDT,110,2020-12-27 08:00:00 to 2020-12-29 08:00:00,0.0,228
231,EGLDUSDT,32,2020-12-31 07:00:00 to 2021-01-02 07:00:00,0.6825606199216782,230
233,NEARUSDT,23,2021-01-04 08:00:00 to 2021-01-06 08:00:00,3.798512852633103,232
235,ZILUSDT,64,2021-01-08 09:00:00 to 2021-01-10 09:00:00,0.8101664718442043,234
237,ZECUSDT,110,2021-01-12 08:00:00 to 2021-01-14 08:00:00,11.899575869974086,236
238,XMRUSDT,111,2021-01-13 08:00:00 to 2021-01-15 08:00:00,4.839787965554496,237
239,NEARUSDT,27,2021-01-16 08:00:00 to 2021-01-18 08:00:00,7.09426090695113,238
240,SNXUSDT,48,2021-01-17 07:00:00 to 2021-01-19 07:00:00,9.285889951104128,239
241,ZENUSDT,15,2021-01-20 07:00:00 to 2021-01-22 07:00:00,4.5309934208592315,240
243,GRTUSDT,8,2021-01-24 07:00:00 to 2021-01-26 07:00:00,0.0,242
244,ALPHAUSDT,17,2021-01-25 07:00:00 to 2021-01-27 07:00:00,4.177416729427496,243
245,ALPHAUSDT,18,2021-01-28 07:00:00 to 2021-01-30 07:00:00,1.24038737976045,244
246,AAVEUSDT,31,2021-01-29 07:00:00 to 2021-01-31 07:00:00,0.0841015263327972,245
247,ZENUSDT,19,2021-02-01 07:00:00 to 2021-02-03 07:00:00,0.3113845950973882,246
248,GRTUSDT,11,2021-02-02 07:00:00 to 2021-02-04 07:00:00,9.032010691797511,247
249,GRTUSDT,12,2021-02-05 07:00:00 to 2021-02-07 07:00:00,0.212855987798357,248
251,BANDUSDT,61,2021-02-09 07:00:00 to 2021-02-11 07:00:00,5.883144752664575,250
253,FILUSDT,36,2021-02-13 06:00:00 to 2021-02-15 06:00:00,3.56211012266258,252
255,DOGEUSDT,70,2021-02-17 09:00:00 to 2021-02-19 09:00:00,5.004072888420088,254
257,NEARUSDT,39,2021-02-21 08:00:00 to 2021-02-23 08:00:00,2.3957303753813175,256
259,ZENUSDT,27,2021-02-25 07:00:00 to 2021-02-27 07:00:00,1.4448048041617585,258
261,NEOUSDT,122,2021-03-01 08:45:00 to 2021-03-03 08:45:00,-0.2540644436222283,260
262,SKLUSDT,24,2021-03-02 07:30:00 to 2021-03-04 07:30:00,0.0,261
263,XMRUSDT,128,2021-03-05 08:00:00 to 2021-03-07 08:00:00,-0.3948301261371125,262
264,BATUSDT,125,2021-03-06 08:00:00 to 2021-03-08 08:00:00,1.2896433198010162,263
265,ATOMUSDT,128,2021-03-09 12:00:00 to 2021-03-11 12:00:00,0.0,264
267,RLCUSDT,71,2021-03-13 07:00:00 to 2021-03-15 07:00:00,0.1401425916132939,266
268,NEARUSDT,46,2021-03-14 08:00:00 to 2021-03-16 08:00:00,-4.97874902979489,267
269,DEFIUSDT,63,2021-03-17 07:00:00 to 2021-03-19 07:00:00,1.2922396944761567,268
270,BATUSDT,129,2021-03-18 08:00:00 to 2021-03-20 08:00:00,4.221645454320896,269
271,ATOMUSDT,132,2021-03-21 12:00:00 to 2021-03-23 12:00:00,0.5102510485559105,270
272,AVAXUSDT,56,2021-03-22 07:00:00 to 2021-03-24 07:00:00,-1.1744010223314216,271
273,QTUMUSDT,129,2021-03-25 08:00:00 to 2021-03-27 08:00:00,7.118239471156594,272
275,IOTAUSDT,133,2021-03-29 08:00:00 to 2021-03-31 08:00:00,-2.5491777890206686,274
277,CHRUSDT,3,2021-04-02 07:00:00 to 2021-04-04 07:00:00,2.9838968149662106,276
278,ALICEUSDT,2,2021-04-03 03:00:00 to 2021-04-05 03:00:00,-3.0587264976705777,277
279,RLCUSDT,79,2021-04-06 07:00:00 to 2021-04-08 07:00:00,-2.5957732732429575,278
281,AXSUSDT,43,2021-04-10 07:00:00 to 2021-04-12 07:00:00,1.9693114753996632,280
283,DENTUSDT,3,2021-04-14 04:00:00 to 2021-04-16 04:00:00,5.747698192943917,282
285,VETUSDT,139,2021-04-18 08:00:00 to 2021-04-20 08:00:00,-0.1092798072722689,284
287,MKRUSDT,80,2021-04-22 07:00:00 to 2021-04-24 07:00:00,11.09968510261615,286
288,RUNEUSDT,73,2021-04-23 07:00:00 to 2021-04-25 07:00:00,-13.906648933585949,287
289,COMPUSDT,96,2021-04-26 09:00:00 to 2021-04-28 09:00:00,-0.3862267982267985,288
291,LTCUSDT,155,2021-04-30 08:00:00 to 2021-05-02 08:00:00,0.0,290
292,CELRUSDT,7,2021-05-01 07:00:00 to 2021-05-03 07:00:00,1.226636842105254,291
293,IOTAUSDT,145,2021-05-04 08:00:00 to 2021-05-06 08:00:00,-2.9012909760703223,292
295,HOTUSDT,9,2021-05-08 07:00:00 to 2021-05-10 07:00:00,2.786592299030108,294
297,NEOUSDT,146,2021-05-12 08:45:00 to 2021-05-14 08:45:00,6.042308211086984,296
299,ALPHAUSDT,54,2021-05-16 07:00:00 to 2021-05-18 07:00:00,2.4083157515814126,298
301,SXPUSDT,97,2021-05-20 09:00:00 to 2021-05-22 09:00:00,4.381523804347816,300
303,RLCUSDT,95,2021-05-24 07:00:00 to 2021-05-26 07:00:00,0.0,302
304,ETCUSDT,161,2021-05-25 08:00:00 to 2021-05-27 08:00:00,2.182909065046388,303
305,MKRUSDT,92,2021-05-28 07:00:00 to 2021-05-30 07:00:00,0.0,304
306,HOTUSDT,16,2021-05-29 07:00:00 to 2021-05-31 07:00:00,5.892152007838394,305
307,SNXUSDT,93,2021-06-01 07:00:00 to 2021-06-03 07:00:00,0.0,306
308,MTLUSDT,17,2021-06-02 07:00:00 to 2021-06-04 07:00:00,-0.8754232179226165,307
309,1INCHUSDT,50,2021-06-05 10:00:00 to 2021-06-07 10:00:00,0.0,308
311,SKLUSDT,57,2021-06-09 07:30:00 to 2021-06-11 07:30:00,1.6971203372579475,310
312,ONEUSDT,24,2021-06-10 07:00:00 to 2021-06-12 07:00:00,0.6577916331456072,311
313,DENTUSDT,23,2021-06-13 04:00:00 to 2021-06-15 04:00:00,1.5405638381843711,312
315,ALGOUSDT,118,2021-06-17 09:00:00 to 2021-06-19 09:00:00,-3.0100334424339596,314
317,XTZUSDT,163,2021-06-21 08:00:00 to 2021-06-23 08:00:00,-10.536257322055262,316
318,LINKUSDT,170,2021-06-22 08:00:00 to 2021-06-24 08:00:00,6.901889067676294,317
319,ANKRUSDT,46,2021-06-25 07:00:00 to 2021-06-27 07:00:00,0.0,318
320,VETUSDT,162,2021-06-26 08:00:00 to 2021-06-28 08:00:00,1.7287633059281688,319
321,GTCUSDT,2,2021-06-29 03:30:00 to 2021-07-01 03:30:00,0.5812660194174715,320
323,UNIUSDT,92,2021-07-03 07:00:00 to 2021-07-05 07:00:00,0.0,322
324,SNXUSDT,104,2021-07-04 07:00:00 to 2021-07-06 07:00:00,0.0,323
325,STORJUSDT,94,2021-07-07 07:00:00 to 2021-07-09 07:00:00,5.644755902880042,324
326,ALICEUSDT,34,2021-07-08 03:00:00 to 2021-07-10 03:00:00,-2.4653533761484323,325
327,BCHUSDT,186,2021-07-11 08:45:00 to 2021-07-13 08:45:00,0.9739966516769892,326
328,UNIUSDT,95,2021-07-12 07:00:00 to 2021-07-14 07:00:00,-11.895476382451688,327
329,BAKEUSDT,15,2021-07-15 07:00:00 to 2021-07-17 07:00:00,-7.209725234712969,328
330,STORJUSDT,97,2021-07-16 07:00:00 to 2021-07-18 07:00:00,-5.859478204477582,329
331,SUSHIUSDT,102,2021-07-19 07:00:00 to 2021-07-21 07:00:00,1.124738416693308,330
333,FLMUSDT,95,2021-07-23 07:00:00 to 2021-07-25 07:00:00,2.3214342293512527,332
334,SFPUSDT,46,2021-07-24 07:00:00 to 2021-07-26 07:00:00,0.0,333
335,AXSUSDT,79,2021-07-27 07:00:00 to 2021-07-29 07:00:00,6.780990327377785,334
337,ZRXUSDT,130,2021-07-31 09:00:00 to 2021-08-02 09:00:00,3.0773013520932,336
339,QTUMUSDT,173,2021-08-04 08:00:00 to 2021-08-06 08:00:00,2.9769096984330097,338
340,XTZUSDT,178,2021-08-05 08:00:00 to 2021-08-07 08:00:00,0.0,339
341,ALPHAUSDT,82,2021-08-08 07:00:00 to 2021-08-10 07:00:00,-0.1821918382744297,340
343,BELUSDT,85,2021-08-12 07:00:00 to 2021-08-14 07:00:00,-2.7542972396188454,342
345,MTLUSDT,42,2021-08-16 07:00:00 to 2021-08-18 07:00:00,-6.388944530145199,344
347,MKRUSDT,120,2021-08-20 07:00:00 to 2021-08-22 07:00:00,0.0,346
349,RUNEUSDT,114,2021-08-24 07:00:00 to 2021-08-26 07:00:00,-8.476781553059373,348
351,CHZUSDT,69,2021-08-28 07:00:00 to 2021-08-30 07:00:00,0.0,350
352,ALPHAUSDT,89,2021-08-29 07:00:00 to 2021-08-31 07:00:00,9.07198227785335,351
353,SKLUSDT,85,2021-09-01 07:30:00 to 2021-09-03 07:30:00,0.4919222285931937,352
355,SUSHIUSDT,118,2021-09-05 07:00:00 to 2021-09-07 07:00:00,0.9200170786555646,354
356,EGLDUSDT,115,2021-09-06 07:00:00 to 2021-09-08 07:00:00,-4.312553951186874,355
357,EGLDUSDT,116,2021-09-09 07:00:00 to 2021-09-11 07:00:00,0.0,356
358,CELRUSDT,51,2021-09-10 07:00:00 to 2021-09-12 07:00:00,7.5434169774041955,357
359,CELRUSDT,52,2021-09-13 07:00:00 to 2021-09-15 07:00:00,6.900779995204048,358
361,LRCUSDT,107,2021-09-17 07:00:00 to 2021-09-19 07:00:00,0.6890020340481896,360
363,ALGOUSDT,150,2021-09-21 09:00:00 to 2021-09-23 09:00:00,14.28819748804266,362
365,BANDUSDT,137,2021-09-25 07:00:00 to 2021-09-27 07:00:00,3.9095895420109263,364
367,ONEUSDT,61,2021-09-29 07:00:00 to 2021-10-01 07:00:00,1.0598491464584368,366
369,EGLDUSDT,124,2021-10-03 07:00:00 to 2021-10-05 07:00:00,3.643994967756862,368
371,ALPHAUSDT,102,2021-10-07 07:00:00 to 2021-10-09 07:00:00,0.0,370
372,C98USDT,11,2021-10-08 03:30:00 to 2021-10-10 03:30:00,-0.0246123772117607,371
373,DENTUSDT,63,2021-10-11 04:00:00 to 2021-10-13 04:00:00,9.549014847649778,372
375,COTIUSDT,69,2021-10-15 07:00:00 to 2021-10-17 07:00:00,2.1613750634080677,374
376,DYDXUSDT,8,2021-10-16 03:30:00 to 2021-10-18 03:30:00,-3.5099583529306617,375
377,ARUSDT,3,2021-10-19 03:30:00 to 2021-10-21 03:30:00,0.0,376
378,HOTUSDT,64,2021-10-20 07:00:00 to 2021-10-22 07:00:00,1.9501340568145316,377
379,SUSHIUSDT,134,2021-10-23 07:00:00 to 2021-10-25 07:00:00,1.223030024604668,378
381,ENJUSDT,127,2021-10-27 07:00:00 to 2021-10-29 07:00:00,9.044529671228991,380
383,AXSUSDT,111,2021-10-31 07:00:00 to 2021-11-02 07:00:00,2.205511543722514,382
385,CHRUSDT,75,2021-11-04 07:00:00 to 2021-11-06 07:00:00,14.997487971125755,384
386,RLCUSDT,150,2021-11-05 07:00:00 to 2021-11-07 07:00:00,3.1537645067046287,385
387,FLMUSDT,131,2021-11-08 07:00:00 to 2021-11-10 07:00:00,0.0,386
388,ALPHAUSDT,113,2021-11-09 07:00:00 to 2021-11-11 07:00:00,0.8642446854024457,387
389,HBARUSDT,76,2021-11-12 07:00:00 to 2021-11-14 07:00:00,0.0976175985908594,388
391,ZENUSDT,115,2021-11-16 07:00:00 to 2021-11-18 07:00:00,-3.1923671036815726,390
393,AVAXUSDT,137,2021-11-20 07:00:00 to 2021-11-22 07:00:00,0.0,392
394,ARUSDT,14,2021-11-21 03:30:00 to 2021-11-23 03:30:00,-2.7969767000253887,393
395,MKRUSDT,152,2021-11-24 07:00:00 to 2021-11-26 07:00:00,0.0,394
396,CHRUSDT,82,2021-11-25 07:00:00 to 2021-11-27 07:00:00,-5.650903721807663,395
397,XLMUSDT,222,2021-11-28 08:00:00 to 2021-11-30 08:00:00,1.432873414862388,396
399,GRTUSDT,112,2021-12-02 07:00:00 to 2021-12-04 07:00:00,-19.94170681801275,398
401,ARUSDT,19,2021-12-06 03:30:00 to 2021-12-08 03:30:00,8.329806045659042,400
403,STORJUSDT,146,2021-12-10 07:00:00 to 2021-12-12 07:00:00,0.7544312736554093,402
405,ZECUSDT,222,2021-12-14 08:00:00 to 2021-12-16 08:00:00,4.509819657419084,404
407,ETCUSDT,230,2021-12-18 08:00:00 to 2021-12-20 08:00:00,0.0,406
408,ETHUSDT,247,2021-12-19 07:45:00 to 2021-12-21 07:45:00,1.0220291667768653,407
409,ONEUSDT,89,2021-12-22 07:00:00 to 2021-12-24 07:00:00,1.5385371088912687,408
410,ZECUSDT,225,2021-12-23 08:00:00 to 2021-12-25 08:00:00,1.1795678733031854,409
